,date,state,city,confirmed,deaths,estimated_population_2019,confirmed_per_100k_inhabitants
719,2020-04-26,PR,Manoel Ribas,1,1,13502.0,7.40631
720,2020-04-26,PR,Marechal Cândido Rondon,2,0,52944.0,3.7775800000000004
721,2020-04-26,PR,Maringá,54,5,423666.0,12.74589
722,2020-04-26,PR,Mariópolis,2,0,6610.0,30.25719
723,2020-04-26,PR,Marumbi,2,0,4679.0,42.74418
724,2020-04-26,PR,Matinhos,2,0,34720.0,5.76037
725,2020-04-26,PR,Medianeira,4,0,46198.0,8.658380000000001
726,2020-04-26,PR,Morretes,1,0,16406.0,6.095330000000001
727,2020-04-26,PR,Nova Esperança,5,0,27904.0,17.91858
728,2020-04-26,PR,Nova Londrina,2,0,13213.0,15.136610000000001
729,2020-04-26,PR,Paiçandu,1,0,41281.0,2.4224200000000002
730,2020-04-26,PR,Palmas,1,0,50986.0,1.9613200000000002
731,2020-04-26,PR,Palmeira,2,0,33877.0,5.90371
732,2020-04-26,PR,Paranacity,5,0,11472.0,43.584379999999996
733,2020-04-26,PR,Paranaguá,12,2,154936.0,7.7451300000000005
734,2020-04-26,PR,Paranapoema,1,0,3203.0,31.22073
735,2020-04-26,PR,Paranavaí,16,2,88374.0,18.104870000000002
736,2020-04-26,PR,Pato Branco,14,1,82881.0,16.89169
737,2020-04-26,PR,Peabiru,2,0,13996.0,14.2898
738,2020-04-26,PR,Pinhais,20,1,132157.0,15.13352
739,2020-04-26,PR,Pinhal de São Bento,1,0,2731.0,36.616620000000005
740,2020-04-26,PR,Pinhão,2,0,32391.0,6.17455
741,2020-04-26,PR,Piraquara,3,0,113036.0,2.65402
742,2020-04-26,PR,Planaltina do Paraná,4,0,4263.0,93.83064
743,2020-04-26,PR,Ponta Grossa,11,0,351736.0,3.12735
744,2020-04-26,PR,Primeiro de Maio,2,1,11123.0,17.98076
745,2020-04-26,PR,Quatiguá,2,1,7449.0,26.84924
746,2020-04-26,PR,Quatro Barras,1,0,23559.0,4.24466
747,2020-04-26,PR,Querência do Norte,2,0,12206.0,16.385379999999998
748,2020-04-26,PR,Quitandinha,2,0,19049.0,10.499239999999999
749,2020-04-26,PR,Ramilândia,1,0,4451.0,22.46686
750,2020-04-26,PR,Rio Branco do Sul,4,0,32397.0,12.34682
751,2020-04-26,PR,Rio Negro,2,0,34170.0,5.85309
752,2020-04-26,PR,Rolândia,3,0,66580.0,4.50586
753,2020-04-26,PR,Santa Cruz de Monte Castelo,2,0,7800.0,25.641029999999997
754,2020-04-26,PR,Santa Fé,7,1,12037.0,58.154030000000006
755,2020-04-26,PR,Santa Isabel do Ivaí,0,0,8562.0,
756,2020-04-26,PR,Santa Mônica,7,1,3981.0,175.83522
757,2020-04-26,PR,Santana do Itararé,1,0,4992.0,20.03205
758,2020-04-26,PR,Santa Terezinha de Itaipu,1,0,23465.0,4.26167
759,2020-04-26,PR,Santo Antônio do Caiuá,3,1,2641.0,113.59334
760,2020-04-26,PR,São João do Caiuá,7,1,5855.0,119.55593999999999
761,2020-04-26,PR,São João do Ivaí,6,1,10219.0,58.71416
762,2020-04-26,PR,São José dos Pinhais,21,0,323340.0,6.4947099999999995
763,2020-04-26,PR,São Manoel do Paraná,1,0,2160.0,46.2963
764,2020-04-26,PR,Sarandi,2,0,96688.0,2.06851
765,2020-04-26,PR,Sertaneja,1,0,5284.0,18.925060000000002
766,2020-04-26,PR,Siqueira Campos,2,1,21016.0,9.51656
767,2020-04-26,PR,Tamboara,1,0,5120.0,19.53125
768,2020-04-26,PR,Telêmaco Borba,12,0,78974.0,15.194870000000002
769,2020-04-26,PR,Terra Boa,2,1,17094.0,11.70001
770,2020-04-26,PR,Terra Rica,1,0,16789.0,5.9562800000000005
771,2020-04-26,PR,Toledo,1,0,140635.0,0.71106
772,2020-04-26,PR,Tupãssi,1,0,8124.0,12.30921
773,2020-04-26,PR,Umuarama,4,0,111557.0,3.58561
774,2020-04-26,PR,União da Vitória,6,0,57517.0,10.4317
775,2020-04-26,PR,Verê,3,0,7257.0,41.3394
776,2020-04-26,PR,Vitorino,1,0,6838.0,14.62416
778,2020-04-26,RJ,Angra dos Reis,11,0,203785.0,5.39785
779,2020-04-26,RJ,Aperibé,2,0,11759.0,17.00825
780,2020-04-26,RJ,Araruama,30,1,132400.0,22.65861
781,2020-04-26,RJ,Areal,2,0,12572.0,15.908370000000001
782,2020-04-26,RJ,Armação dos Búzios,7,0,33870.0,20.66726
783,2020-04-26,RJ,Arraial do Cabo,5,1,30349.0,16.47501
784,2020-04-26,RJ,Barra do Piraí,17,3,100374.0,16.93666
785,2020-04-26,RJ,Barra Mansa,25,1,184412.0,13.5566
786,2020-04-26,RJ,Belford Roxo,146,8,510906.0,28.576690000000003
787,2020-04-26,RJ,Bom Jardim,5,1,27446.0,18.217589999999998
788,2020-04-26,RJ,Bom Jesus do Itabapoana,7,1,37096.0,18.86996
789,2020-04-26,RJ,Cabo Frio,27,3,226525.0,11.919210000000001
790,2020-04-26,RJ,Cachoeiras de Macacu,10,1,58937.0,16.967270000000003
791,2020-04-26,RJ,Campos dos Goytacazes,8,1,507548.0,1.57621
792,2020-04-26,RJ,Cantagalo,1,0,20172.0,4.95737
793,2020-04-26,RJ,Carapebus,1,0,16301.0,6.13459
794,2020-04-26,RJ,Casimiro de Abreu,21,0,44184.0,47.52852
795,2020-04-26,RJ,Conceição de Macabu,2,0,23228.0,8.6103
796,2020-04-26,RJ,Cordeiro,1,0,21926.0,4.5608
797,2020-04-26,RJ,Duque de Caxias,300,63,919596.0,32.623020000000004
798,2020-04-26,RJ,Guapimirim,5,0,60517.0,8.262139999999999
799,2020-04-26,RJ,Iguaba Grande,15,4,28310.0,52.984809999999996
800,2020-04-26,RJ,Importados/Indefinidos,0,0,,
801,2020-04-26,RJ,Itaboraí,79,7,240592.0,32.83567
802,2020-04-26,RJ,Itaguaí,24,3,133019.0,18.04254
803,2020-04-26,RJ,Itaperuna,3,0,103224.0,2.9063
804,2020-04-26,RJ,Itatiaia,3,0,31805.0,9.43248
805,2020-04-26,RJ,Japeri,23,1,104768.0,21.95327
806,2020-04-26,RJ,Macaé,41,8,256672.0,15.97369
807,2020-04-26,RJ,Macuco,0,0,5599.0,
808,2020-04-26,RJ,Magé,66,5,245071.0,26.930970000000002
809,2020-04-26,RJ,Mangaratiba,6,2,44468.0,13.49285
810,2020-04-26,RJ,Maricá,52,8,161207.0,32.25666
811,2020-04-26,RJ,Mendes,1,0,18614.0,5.3723
812,2020-04-26,RJ,Mesquita,132,10,176103.0,74.95613
813,2020-04-26,RJ,Miguel Pereira,7,1,25538.0,27.41013
814,2020-04-26,RJ,Nilópolis,50,3,162485.0,30.772070000000003
815,2020-04-26,RJ,Niterói,260,19,513584.0,50.624629999999996
816,2020-04-26,RJ,Nova Friburgo,43,3,190631.0,22.55667
817,2020-04-26,RJ,Nova Iguaçu,310,24,821128.0,37.75294
818,2020-04-26,RJ,Paracambi,17,1,52257.0,32.53153
819,2020-04-26,RJ,Paraíba do Sul,5,0,44285.0,11.2905
820,2020-04-26,RJ,Paraty,5,1,43165.0,11.58346
821,2020-04-26,RJ,Paty do Alferes,2,0,27769.0,7.20228
822,2020-04-26,RJ,Petrópolis,80,8,306191.0,26.12748
823,2020-04-26,RJ,Pinheiral,5,0,25156.0,19.875970000000002
824,2020-04-26,RJ,Piraí,3,0,29277.0,10.24695
825,2020-04-26,RJ,Porciúncula,1,0,18847.0,5.30588
826,2020-04-26,RJ,Porto Real,3,0,19683.0,15.241579999999999
827,2020-04-26,RJ,Quatis,3,0,14302.0,20.97609
828,2020-04-26,RJ,Queimados,44,3,150319.0,29.271079999999998
829,2020-04-26,RJ,Quissamã,3,0,24700.0,12.14575
830,2020-04-26,RJ,Resende,16,4,131341.0,12.182030000000001
831,2020-04-26,RJ,Rio Bonito,19,3,60201.0,31.560940000000002
832,2020-04-26,RJ,Rio das Flores,2,0,9284.0,21.54244
833,2020-04-26,RJ,Rio das Ostras,28,6,150674.0,18.583170000000003
834,2020-04-26,RJ,Rio de Janeiro,4498,382,6718903.0,66.94545
835,2020-04-26,RJ,Santa Maria Madalena,1,0,10404.0,9.61169
836,2020-04-26,RJ,Santo Antônio de Pádua,1,0,42479.0,2.3541
837,2020-04-26,RJ,São Fidélis,4,0,38669.0,10.3442
838,2020-04-26,RJ,São Francisco de Itabapoana,2,1,42205.0,4.73878
839,2020-04-26,RJ,São Gonçalo,183,19,1084839.0,16.86886
840,2020-04-26,RJ,São João da Barra,1,0,36102.0,2.76993
841,2020-04-26,RJ,São João de Meriti,136,13,472406.0,28.7888
842,2020-04-26,RJ,São José de Ubá,1,0,7171.0,13.94506
843,2020-04-26,RJ,São Pedro da Aldeia,17,2,104476.0,16.27168
844,2020-04-26,RJ,São Sebastião do Alto,1,0,9357.0,10.68719
845,2020-04-26,RJ,Sapucaia,8,2,18228.0,43.88852
846,2020-04-26,RJ,Saquarema,7,0,89170.0,7.850169999999999
847,2020-04-26,RJ,Seropédica,9,0,82312.0,10.93401
848,2020-04-26,RJ,Silva Jardim,4,0,21774.0,18.37053
849,2020-04-26,RJ,Sumidouro,2,0,15623.0,12.801639999999999
850,2020-04-26,RJ,Tanguá,11,6,34309.0,32.06156
851,2020-04-26,RJ,Teresópolis,36,1,182594.0,19.715870000000002
852,2020-04-26,RJ,Trajano de Moraes,0,0,10626.0,
853,2020-04-26,RJ,Três Rios,8,0,81804.0,9.77947
854,2020-04-26,RJ,Valença,5,0,76523.0,6.533980000000001
855,2020-04-26,RJ,Vassouras,3,0,36896.0,8.13096
856,2020-04-26,RJ,Volta Redonda,189,11,273012.0,69.22773000000001
858,2020-04-26,RR,Alto Alegre,2,1,15510.0,12.894910000000001
859,2020-04-26,RR,Boa Vista,362,3,399213.0,90.67841
860,2020-04-26,RR,Bonfim,4,0,12409.0,32.23467
861,2020-04-26,RR,Cantá,4,0,18335.0,21.8162
862,2020-04-26,RR,Caroebe,3,0,10169.0,29.50143
863,2020-04-26,RR,Mucajaí,2,0,17853.0,11.2026
864,2020-04-26,RR,Pacaraima,18,0,17401.0,103.44233
865,2020-04-26,RR,Rorainópolis,11,0,30163.0,36.46852
866,2020-04-26,RR,São Luiz,1,0,7986.0,12.52191
868,2020-04-26,RS,Ajuricaba,1,0,7024.0,14.2369
869,2020-04-26,RS,Alegrete,1,0,73589.0,1.3589
870,2020-04-26,RS,Alvorada,11,1,210305.0,5.2305
871,2020-04-26,RS,Anta Gorda,2,0,5981.0,33.43922
872,2020-04-26,RS,Arroio do Meio,5,0,20805.0,24.03268
873,2020-04-26,RS,Arroio do Sal,2,1,10065.0,19.87084
874,2020-04-26,RS,Arroio dos Ratos,3,0,14151.0,21.199920000000002
875,2020-04-26,RS,Arvorezinha,1,0,10424.0,9.59325
876,2020-04-26,RS,Bagé,29,0,121143.0,23.93865
877,2020-04-26,RS,Bento Gonçalves,17,0,120454.0,14.113270000000002
878,2020-04-26,RS,Bom Retiro do Sul,4,0,12328.0,32.446459999999995
879,2020-04-26,RS,Cachoeira do Sul,2,0,82201.0,2.43306
880,2020-04-26,RS,Cachoeirinha,9,0,130293.0,6.90751
881,2020-04-26,RS,Camaquã,1,0,66261.0,1.50918
882,2020-04-26,RS,Campestre da Serra,1,0,3388.0,29.515940000000004
883,2020-04-26,RS,Campinas do Sul,1,0,5454.0,18.33517
884,2020-04-26,RS,Campo Bom,4,0,66712.0,5.99592
885,2020-04-26,RS,Candelária,2,0,31365.0,6.376530000000001
886,2020-04-26,RS,Canguçu,2,0,56045.0,3.5685599999999997
887,2020-04-26,RS,Canoas,21,1,346616.0,6.05858
888,2020-04-26,RS,Capão da Canoa,7,0,53049.0,13.19535
889,2020-04-26,RS,Capão do Leão,1,0,25354.0,3.94415
890,2020-04-26,RS,Carazinho,12,0,62110.0,19.32056
891,2020-04-26,RS,Carlos Barbosa,11,0,29833.0,36.87192
892,2020-04-26,RS,Caxias do Sul,47,0,510906.0,9.19934
893,2020-04-26,RS,Cerro Grande do Sul,1,0,12239.0,8.1706
894,2020-04-26,RS,Chapada,2,0,9269.0,21.5773
895,2020-04-26,RS,Charqueadas,2,0,40789.0,4.9032800000000005
896,2020-04-26,RS,Cidreira,2,1,16254.0,12.30466
897,2020-04-26,RS,Ciríaco,1,0,4747.0,21.065939999999998
898,2020-04-26,RS,Coronel Bicaco,1,0,7325.0,13.651879999999998
899,2020-04-26,RS,Cruz Alta,1,0,60299.0,1.6584
900,2020-04-26,RS,Cruzeiro do Sul,4,0,12348.0,32.39391
901,2020-04-26,RS,Dois Irmãos,3,0,32671.0,9.18246
902,2020-04-26,RS,Dom Pedrito,1,0,38461.0,2.6000400000000004
903,2020-04-26,RS,Eldorado do Sul,2,0,41285.0,4.84437
904,2020-04-26,RS,Encantado,7,0,22706.0,30.82886
905,2020-04-26,RS,Encruzilhada do Sul,2,1,25877.0,7.72887
906,2020-04-26,RS,Erechim,5,0,105862.0,4.72313
907,2020-04-26,RS,Ernestina,1,0,3168.0,31.565659999999998
908,2020-04-26,RS,Espumoso,4,0,15588.0,25.66076
909,2020-04-26,RS,Estância Velha,3,0,50022.0,5.99736
910,2020-04-26,RS,Esteio,7,0,83202.0,8.413260000000001
911,2020-04-26,RS,Estrela,6,0,34116.0,17.58706
912,2020-04-26,RS,Farroupilha,11,0,72331.0,15.20786
913,2020-04-26,RS,Flores da Cunha,1,0,30745.0,3.25256
914,2020-04-26,RS,Floriano Peixoto,1,0,1766.0,56.62514
915,2020-04-26,RS,Garibaldi,11,1,35070.0,31.365840000000002
916,2020-04-26,RS,Getúlio Vargas,1,0,16212.0,6.16827
917,2020-04-26,RS,Glorinha,1,0,8098.0,12.34873
918,2020-04-26,RS,Gravataí,19,1,281519.0,6.7491
919,2020-04-26,RS,Guaíba,2,0,98143.0,2.03784
920,2020-04-26,RS,Harmonia,5,0,4866.0,102.7538
921,2020-04-26,RS,Ibirapuitã,4,0,4013.0,99.67605
922,2020-04-26,RS,Imbé,1,0,22800.0,4.38596
923,2020-04-26,RS,Ivoti,5,1,24293.0,20.582060000000002
924,2020-04-26,RS,Lajeado,51,2,84014.0,60.70417
925,2020-04-26,RS,Maratá,1,0,2691.0,37.16091
926,2020-04-26,RS,Marau,49,1,44161.0,110.95763000000001
927,2020-04-26,RS,Marcelino Ramos,1,0,4402.0,22.71695
928,2020-04-26,RS,Minas do Leão,2,0,8075.0,24.7678
929,2020-04-26,RS,Montenegro,3,0,65264.0,4.59671
930,2020-04-26,RS,Muçum,2,0,4954.0,40.37142
931,2020-04-26,RS,Não-Me-Toque,4,0,17624.0,22.69632
932,2020-04-26,RS,Nicolau Vergueiro,1,0,1682.0,59.453030000000005
933,2020-04-26,RS,Nova Bréscia,1,0,3330.0,30.03003
934,2020-04-26,RS,Nova Palma,1,0,6512.0,15.35627
935,2020-04-26,RS,Nova Prata,1,0,27257.0,3.6687800000000004
936,2020-04-26,RS,Novo Hamburgo,26,2,246748.0,10.53707
937,2020-04-26,RS,Osório,2,0,45994.0,4.34839
938,2020-04-26,RS,Paraí,2,0,7657.0,26.119889999999998
939,2020-04-26,RS,Pareci Novo,1,0,3837.0,26.06203
940,2020-04-26,RS,Passo Fundo,102,7,203275.0,50.178329999999995
941,2020-04-26,RS,Pelotas,13,0,342405.0,3.7966699999999998
942,2020-04-26,RS,Piratini,1,0,20663.0,4.83957
943,2020-04-26,RS,Pontão,1,0,3904.0,25.61475
944,2020-04-26,RS,Porto Alegre,427,12,1483771.0,28.778029999999998
945,2020-04-26,RS,Quaraí,2,0,22687.0,8.81562
946,2020-04-26,RS,Rio Grande,4,0,211005.0,1.89569
947,2020-04-26,RS,Rio Pardo,1,0,38275.0,2.61267
948,2020-04-26,RS,Rolante,1,0,21349.0,4.68406
949,2020-04-26,RS,Rosário do Sul,1,0,39422.0,2.53665
950,2020-04-26,RS,Salvador do Sul,1,0,7799.0,12.82216
951,2020-04-26,RS,Sananduva,4,0,16270.0,24.58513
952,2020-04-26,RS,Santa Bárbara do Sul,1,0,7994.0,12.50938
953,2020-04-26,RS,Santa Clara do Sul,3,0,6603.0,45.433890000000005
954,2020-04-26,RS,Santa Cruz do Sul,1,0,130416.0,0.76678
955,2020-04-26,RS,Santa Maria,22,0,282123.0,7.798019999999999
956,2020-04-26,RS,Sant'Ana do Livramento,9,0,77027.0,11.68421
957,2020-04-26,RS,Santa Rosa,4,0,73254.0,5.46045
958,2020-04-26,RS,Santiago,1,0,49425.0,2.02327
959,2020-04-26,RS,Santo Antônio da Patrulha,2,0,42894.0,4.66266
960,2020-04-26,RS,Santo Cristo,1,0,14257.0,7.0141
961,2020-04-26,RS,São Domingos do Sul,3,0,3074.0,97.59271
962,2020-04-26,RS,São Gabriel,1,0,62105.0,1.61018
963,2020-04-26,RS,São Jorge,2,0,2824.0,70.82153000000001
964,2020-04-26,RS,São Leopoldo,27,1,236835.0,11.40034
965,2020-04-26,RS,São Lourenço do Sul,2,0,43582.0,4.58905
966,2020-04-26,RS,São Sebastião do Caí,2,0,25685.0,7.78665
967,2020-04-26,RS,Sapiranga,7,0,81734.0,8.56437
968,2020-04-26,RS,Sapucaia do Sul,8,0,141075.0,5.67074
969,2020-04-26,RS,Sarandi,1,0,24489.0,4.083469999999999
970,2020-04-26,RS,Serafina Corrêa,8,1,17502.0,45.70906
971,2020-04-26,RS,Soledade,2,0,31002.0,6.4512
972,2020-04-26,RS,Tabaí,4,0,4719.0,84.76371999999999
973,2020-04-26,RS,Tapejara,2,0,24111.0,8.29497
974,2020-04-26,RS,Taquara,1,0,57466.0,1.74016
975,2020-04-26,RS,Taquari,12,0,26862.0,44.67277
976,2020-04-26,RS,Teutônia,1,0,33232.0,3.00915
977,2020-04-26,RS,Tio Hugo,2,1,3030.0,66.0066
978,2020-04-26,RS,Torres,10,0,38732.0,25.81844
979,2020-04-26,RS,Tramandaí,2,0,51715.0,3.86735
980,2020-04-26,RS,Três Cachoeiras,1,0,11053.0,9.04732
981,2020-04-26,RS,Três Palmeiras,1,0,4271.0,23.41372
982,2020-04-26,RS,Trindade do Sul,1,0,5802.0,17.23544
983,2020-04-26,RS,Triunfo,5,0,29538.0,16.92735
984,2020-04-26,RS,Tucunduva,1,0,5678.0,17.61184
985,2020-04-26,RS,Tupandi,1,0,4855.0,20.59732
986,2020-04-26,RS,Uruguaiana,3,0,126970.0,2.3627599999999997
987,2020-04-26,RS,Vacaria,4,1,66218.0,6.04065
988,2020-04-26,RS,Venâncio Aires,6,2,71554.0,8.38528
989,2020-04-26,RS,Veranópolis,1,0,26241.0,3.81083
990,2020-04-26,RS,Viamão,20,0,255224.0,7.83625
991,2020-04-26,RS,Victor Graeff,2,0,2882.0,69.39625
992,2020-04-26,RS,Vila Maria,1,0,4358.0,22.94631
994,2020-04-26,SC,Águas Mornas,1,0,6469.0,15.45834
995,2020-04-26,SC,Anita Garibaldi,1,0,7133.0,14.01935
996,2020-04-26,SC,Antônio Carlos,11,3,8513.0,129.21414
997,2020-04-26,SC,Arabutã,7,0,4267.0,164.04968
998,2020-04-26,SC,Araranguá,4,0,68228.0,5.8627
999,2020-04-26,SC,Armazém,2,0,8674.0,23.05741
1000,2020-04-26,SC,Aurora,1,0,5679.0,17.608729999999998
1001,2020-04-26,SC,Balneário Arroio do Silva,4,1,13071.0,30.6021
1002,2020-04-26,SC,Balneário Barra do Sul,2,0,10795.0,18.5271
1003,2020-04-26,SC,Balneário Camboriú,68,2,142295.0,47.78805
1004,2020-04-26,SC,Balneário Gaivota,2,1,10979.0,18.2166
1005,2020-04-26,SC,Balneário Piçarras,3,0,23147.0,12.96064
1006,2020-04-26,SC,Barra Velha,2,0,29168.0,6.85683
1007,2020-04-26,SC,Biguaçu,4,0,68481.0,5.8410400000000005
1008,2020-04-26,SC,Blumenau,100,0,357199.0,27.9956
1009,2020-04-26,SC,Botuverá,3,0,5246.0,57.18643
1010,2020-04-26,SC,Braço do Norte,28,2,33450.0,83.70703
1011,2020-04-26,SC,Brusque,39,0,134723.0,28.948290000000004
1012,2020-04-26,SC,Caçador,6,0,78595.0,7.6340699999999995
1013,2020-04-26,SC,Camboriú,65,3,82989.0,78.32363000000001
1014,2020-04-26,SC,Canelinha,1,0,12240.0,8.16993
1015,2020-04-26,SC,Capivari de Baixo,3,0,24871.0,12.06224
1016,2020-04-26,SC,Catanduvas,5,0,10861.0,46.03628
1017,2020-04-26,SC,Chapecó,22,0,220367.0,9.98335
1018,2020-04-26,SC,Cocal do Sul,1,1,16684.0,5.99377
1019,2020-04-26,SC,Concórdia,23,0,74641.0,30.814159999999998
1020,2020-04-26,SC,Criciúma,54,4,215186.0,25.09457
1021,2020-04-26,SC,Florianópolis,258,4,500973.0,51.49978
1022,2020-04-26,SC,Forquilhinha,1,0,26793.0,3.7323199999999996
1023,2020-04-26,SC,Garopaba,2,0,23078.0,8.666260000000001
1024,2020-04-26,SC,Gaspar,9,1,69639.0,12.923789999999999
1025,2020-04-26,SC,Governador Celso Ramos,3,0,14471.0,20.73112
1026,2020-04-26,SC,Gravatal,11,0,11501.0,95.64386
1027,2020-04-26,SC,Guabiruba,2,0,23832.0,8.39208
1028,2020-04-26,SC,Guaramirim,1,0,44819.0,2.2312
1029,2020-04-26,SC,Herval d'Oeste,2,0,22606.0,8.84721
1030,2020-04-26,SC,Içara,8,0,56421.0,14.179120000000001
1031,2020-04-26,SC,Ilhota,1,0,14184.0,7.0502
1032,2020-04-26,SC,Imbituba,17,0,44853.0,37.90159
1033,2020-04-26,SC,Importados/Indefinidos,20,0,,
1034,2020-04-26,SC,Indaial,6,1,69425.0,8.64242
1035,2020-04-26,SC,Ipumirim,12,0,7593.0,158.0403
1036,2020-04-26,SC,Irani,14,0,10419.0,134.3699
1037,2020-04-26,SC,Irati,1,0,1930.0,51.81347
1038,2020-04-26,SC,Itá,1,0,6169.0,16.210079999999998
1039,2020-04-26,SC,Itaiópolis,1,0,21669.0,4.61489
1040,2020-04-26,SC,Itajaí,50,3,219536.0,22.77531
1041,2020-04-26,SC,Itapema,12,1,65312.0,18.37335
1042,2020-04-26,SC,Itapiranga,1,0,16872.0,5.92698
1043,2020-04-26,SC,Ituporanga,2,0,25086.0,7.972569999999999
1044,2020-04-26,SC,Jaborá,3,0,3936.0,76.21951
1045,2020-04-26,SC,Jaguaruna,4,0,20024.0,19.976029999999998
1046,2020-04-26,SC,Jaraguá do Sul,13,0,177697.0,7.3158199999999995
1047,2020-04-26,SC,Joaçaba,8,0,30118.0,26.56219
1048,2020-04-26,SC,Joinville,132,3,590466.0,22.355220000000003
1049,2020-04-26,SC,Lages,13,0,157544.0,8.251660000000001
1050,2020-04-26,SC,Laguna,7,0,45814.0,15.27917
1051,2020-04-26,SC,Lindóia do Sul,9,0,4563.0,197.23866
1052,2020-04-26,SC,Mafra,2,0,56292.0,3.5529
1053,2020-04-26,SC,Massaranduba,1,1,16916.0,5.91156
1054,2020-04-26,SC,Meleiro,1,0,7015.0,14.255170000000001
1055,2020-04-26,SC,Morro da Fumaça,2,0,17796.0,11.238480000000001
1056,2020-04-26,SC,Navegantes,20,0,81475.0,24.54741
1057,2020-04-26,SC,Nova Trento,1,0,14549.0,6.87332
1058,2020-04-26,SC,Nova Veneza,2,0,15166.0,13.187389999999999
1059,2020-04-26,SC,Orleans,6,0,22912.0,26.18715
1060,2020-04-26,SC,Palhoça,24,1,171797.0,13.96998
1061,2020-04-26,SC,Palma Sola,1,0,7423.0,13.471639999999999
1062,2020-04-26,SC,Papanduva,2,0,19320.0,10.35197
1063,2020-04-26,SC,Paulo Lopes,2,0,7494.0,26.68802
1064,2020-04-26,SC,Pedras Grandes,2,1,3976.0,50.301809999999996
1065,2020-04-26,SC,Penha,4,1,32531.0,12.295960000000001
1066,2020-04-26,SC,Peritiba,1,0,2787.0,35.88088
1067,2020-04-26,SC,Pescaria Brava,1,0,10091.0,9.90982
1068,2020-04-26,SC,Pomerode,3,0,33447.0,8.96941
1069,2020-04-26,SC,Ponte Serrada,1,0,11593.0,8.62589
1070,2020-04-26,SC,Porto Belo,6,1,21388.0,28.053109999999997
1071,2020-04-26,SC,Pouso Redondo,1,1,17453.0,5.72967
1072,2020-04-26,SC,Presidente Castello Branco,2,0,1568.0,127.55102
1073,2020-04-26,SC,Rancho Queimado,2,0,2878.0,69.4927
